,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
5519,Ford Ikon 1.3 Flair,Pune,14,85000,Petrol,Manual,Second,13.8,1299,70.0,5.0,0.69,Ford
5520,Maruti Swift Dzire LXI,Delhi,5,24296,Petrol,Manual,First,20.85,1197,83.14,5.0,4.65,Maruti
5521,Honda City 1.5 V MT Sunroof,Kolkata,6,40000,Petrol,Manual,First,16.8,1497,116.3,5.0,6.49,Honda
5522,Hyundai Verna CRDi,Chennai,11,64514,Diesel,Manual,First,16.8,1493,110.0,5.0,2.9,Hyundai
5523,Hyundai Verna 1.6 SX VTVT,Delhi,4,35000,Petrol,Manual,First,17.01,1591,121.3,5.0,7.4,Hyundai
5524,Renault KWID RXT,Bangalore,4,41000,Petrol,Manual,Second,25.17,799,53.3,5.0,3.25,Renault
5525,Maruti Wagon R LXI,Ahmedabad,12,60123,Petrol,Manual,Second,18.9,998,67.1,5.0,1.95,Maruti
5526,Hyundai Grand i10 Sportz,Jaipur,5,53000,Petrol,Manual,Second,18.9,1197,82.0,5.0,4.0,Hyundai
5527,Hyundai i20 1.2 Asta,Delhi,3,9000,Petrol,Manual,First,18.6,1197,81.83,5.0,6.85,Hyundai
5528,Honda Amaze S i-Vtech,Coimbatore,5,53497,Petrol,Manual,First,18.0,1198,86.7,5.0,5.45,Honda
5529,Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,13,68000,Diesel,Manual,First,17.8,1399,68.0,5.0,1.99,Ford
5530,Hyundai Verna SX CRDi AT,Hyderabad,6,65000,Diesel,Automatic,First,19.08,1582,126.32,5.0,8.99,Hyundai
5531,Toyota Etios VD SP,Kolkata,6,45155,Diesel,Manual,First,23.59,1364,67.04,5.0,6.5,Toyota
5532,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2,20026,Petrol,Automatic,First,19.0,1199,88.7,5.0,9.27,Honda
5533,Hyundai Verna 1.6 CRDi SX,Ahmedabad,5,60000,Diesel,Manual,First,23.9,1582,126.2,5.0,6.99,Hyundai
5534,Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,1,15976,Diesel,Automatic,First,17.9,2143,136.0,5.0,36.76,Mercedes
5535,Skoda Octavia Elegance 1.8 TSI AT,Kochi,3,30523,Petrol,Automatic,First,14.7,1798,177.5,5.0,17.08,Skoda
5536,Chevrolet Beat Diesel LS,Kolkata,7,26300,Diesel,Manual,First,25.44,936,57.6,5.0,2.8,Chevrolet
5537,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,9,66000,Diesel,Manual,First,22.07,1199,73.9,5.0,2.49,Volkswagen
5538,Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,4,70000,Diesel,Manual,First,23.65,1248,88.5,5.0,8.85,Maruti
5539,Honda City V MT,Ahmedabad,9,46000,Petrol,Manual,First,16.8,1497,116.3,5.0,4.15,Honda
5540,Volkswagen Vento 1.5 TDI Highline,Hyderabad,3,28000,Diesel,Manual,First,20.64,1498,108.5,5.0,10.0,Volkswagen
5541,Hyundai Grand i10 1.2 Kappa Magna,Delhi,3,46000,Petrol,Manual,First,18.9,1197,81.86,5.0,4.75,Hyundai
5542,Renault KWID AMT RXL,Jaipur,3,33000,Petrol,Automatic,First,24.04,999,67.0,5.0,3.2,Renault
5543,Maruti Alto 800 LXI,Kochi,3,27718,Petrol,Manual,First,22.74,796,47.3,5.0,3.28,Maruti
5544,Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,7,58000,Petrol,Manual,First,15.8,1499,110.0,5.0,7.5,Ford
5545,Maruti Baleno Zeta,Coimbatore,2,33150,Petrol,Manual,First,21.4,1197,83.1,5.0,7.39,Maruti
5546,Maruti Ritz VDi,Pune,7,77000,Diesel,Manual,First,23.2,1248,73.94,5.0,3.65,Maruti
5547,Mercedes-Benz E-Class 280 CDI,Chennai,13,70000,Diesel,Automatic,First,11.0,2987,198.5,5.0,11.0,Mercedes
5548,Maruti Ritz VDi,Kolkata,8,97000,Diesel,Manual,First,23.2,1248,73.94,5.0,3.0,Maruti
5549,Chevrolet Beat Diesel LT,Chennai,8,75300,Diesel,Manual,Second,25.44,936,57.6,5.0,2.25,Chevrolet
5550,Maruti SX4 Vxi BSIV,Kochi,10,69918,Petrol,Manual,First,15.5,1586,103.3,5.0,2.83,Maruti
5551,Maruti Omni 5 Seater BSIV,Coimbatore,1,4721,Petrol,Manual,First,14.0,796,35.0,5.0,4.11,Maruti
5552,Mitsubishi Pajero Sport Anniversary Edition,Kolkata,6,39163,Diesel,Manual,First,13.5,2477,178.0,7.0,14.7,Mitsubishi
5553,Mercedes-Benz S Class 2005 2013 S 300 L,Pune,7,80000,Petrol,Automatic,First,13.0,2987,210.0,5.0,25.0,Mercedes
5554,Chevrolet Beat Diesel LS,Bangalore,5,66000,Diesel,Manual,First,25.44,936,56.3,5.0,2.35,Chevrolet
5555,Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,3,36154,Diesel,Manual,Second,25.83,1498,99.0,5.0,6.41,Ford
5556,Honda City i-VTEC VX,Ahmedabad,8,34000,Petrol,Manual,First,17.4,1497,117.3,5.0,5.75,Honda
5557,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,4,60000,Diesel,Automatic,Second,17.9,2143,136.0,5.0,17.55,Mercedes
5558,Hyundai Creta 1.4 CRDi S Plus,Jaipur,5,32000,Diesel,Manual,First,21.38,1396,88.7,5.0,10.25,Hyundai
5559,Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,8,79985,Diesel,Manual,First,17.8,1399,67.0,5.0,3.16,Ford
5560,Audi A4 2.0 TDI,Bangalore,6,37600,Diesel,Automatic,Second,16.55,1968,147.51,5.0,22.5,Audi
5561,Hyundai i10 Magna 1.1,Kochi,5,31965,Petrol,Manual,First,19.81,1086,68.05,5.0,3.55,Hyundai
5562,BMW 3 Series 320i Sedan,Kochi,10,70749,Petrol,Automatic,First,12.05,1995,154.0,5.0,9.86,BMW
5563,BMW 7 Series 730Ld,Chennai,7,38000,Diesel,Automatic,First,16.46,2993,258.0,5.0,45.0,BMW
5564,Hyundai Verna 1.6 SX VTVT,Kochi,3,41534,Petrol,Manual,First,17.01,1591,121.3,5.0,7.99,Hyundai
5565,Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,3,54455,Diesel,Automatic,First,22.0,1498,108.495,5.0,6.5,Volkswagen
5566,Chevrolet Aveo 1.4 LS,Kolkata,13,42000,Petrol,Manual,First,14.49,1399,92.7,5.0,0.75,Chevrolet
5567,Chevrolet Cruze LTZ,Coimbatore,2,52073,Diesel,Manual,Second,18.3,1991,147.9,5.0,9.87,Chevrolet
5568,Hyundai i20 1.4 Sportz,Kochi,2,40175,Diesel,Manual,Second,22.54,1396,88.73,5.0,6.36,Hyundai
5569,Honda BRV i-VTEC V CVT,Mumbai,3,16503,Petrol,Automatic,First,16.0,1497,117.3,7.0,9.5,Honda
5570,Hyundai Xcent 1.2 Kappa SX,Kochi,3,15029,Petrol,Manual,First,19.1,1197,82.0,5.0,6.05,Hyundai
5571,Maruti Alto 800 CNG LXI,Mumbai,7,26200,CNG,Manual,First,30.46,796,47.3,5.0,2.15,Maruti
5572,Hyundai Grand i10 CRDi Sportz,Hyderabad,5,76362,Diesel,Manual,First,24.0,1120,70.0,5.0,5.5,Hyundai
5573,Maruti Alto LXi,Kolkata,13,18700,Petrol,Manual,Second,19.7,796,46.3,5.0,1.25,Maruti
5574,Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,5,67585,Diesel,Manual,First,12.99,2494,100.6,7.0,11.99,Toyota
5575,Hyundai i10 Sportz 1.2 AT,Mumbai,10,57000,Petrol,Automatic,Second,16.95,1197,78.9,5.0,2.5,Hyundai
5576,Honda City i-VTEC CVT V,Kochi,1,22321,Petrol,Automatic,First,18.0,1497,117.3,5.0,11.66,Honda
5577,Maruti Zen LX,Jaipur,22,95150,Petrol,Manual,Third,17.3,993,60.0,5.0,0.53,Maruti
5578,Maruti Wagon R LXI BS IV,Kolkata,5,36428,Petrol,Manual,First,20.51,998,67.04,5.0,3.1,Maruti
5579,Ford Figo Diesel Titanium,Hyderabad,8,73500,Diesel,Manual,Second,20.0,1399,68.0,5.0,2.6,Ford
5580,Honda Amaze S i-Vtech,Kochi,5,47234,Petrol,Manual,First,18.0,1198,86.7,5.0,5.09,Honda
5581,Hyundai Accent GLE,Hyderabad,12,62364,Petrol,Manual,First,13.2,1495,94.0,5.0,2.3,Hyundai
5582,Hyundai Verna 1.6 SX CRDi (O),Pune,8,89000,Diesel,Manual,First,22.32,1582,126.32,5.0,6.0,Hyundai
5583,Maruti Swift ZDi,Ahmedabad,7,58653,Diesel,Manual,First,25.2,1248,74.0,5.0,4.4,Maruti
5584,Mercedes-Benz B Class B180,Delhi,7,30000,Petrol,Automatic,Second,14.8,1595,120.7,5.0,11.0,Mercedes
5585,Chevrolet Cruze LTZ,Coimbatore,6,64042,Diesel,Manual,First,17.3,1998,163.7,5.0,5.7,Chevrolet
5586,Skoda Laura Ambiente 2.0 TDI CR AT,Chennai,7,120000,Diesel,Automatic,First,20.0,1968,138.1,5.0,6.95,Skoda
5587,Mahindra Scorpio VLX 2WD BSIV,Hyderabad,6,90000,Diesel,Manual,First,12.05,2179,120.0,8.0,7.9,Mahindra
5588,BMW X1 xDrive 20d xLine,Kochi,2,30733,Diesel,Automatic,First,20.68,1995,190.0,5.0,29.3,BMW
5589,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Kolkata,11,43600,Petrol,Automatic,First,10.93,3498,272.0,5.0,10.24,Mercedes
5590,Skoda Superb Elegance 1.8 TSI AT,Pune,10,71473,Petrol,Automatic,Second,13.7,1798,157.75,5.0,5.35,Skoda
5591,Honda Brio VX AT,Mumbai,6,39000,Petrol,Automatic,Second,16.5,1198,86.8,5.0,3.49,Honda
5592,Hyundai i10 Magna 1.2,Hyderabad,11,84045,Petrol,Manual,First,20.36,1197,78.9,5.0,2.85,Hyundai
5593,Honda City i VTEC SV,Mumbai,6,57004,Petrol,Manual,First,17.4,1497,117.3,5.0,5.35,Honda
5594,Ford Figo Petrol ZXI,Coimbatore,8,75464,Petrol,Manual,First,15.6,1196,70.0,5.0,3.62,Ford
5595,Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,14,142000,Diesel,Manual,First,12.8,2494,102.0,7.0,6.25,Toyota
5596,Mahindra Verito 1.5 D6 BSIV,Kochi,8,118683,Diesel,Manual,Second,21.0,1461,64.1,5.0,3.19,Mahindra
5597,Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2,42000,Petrol,Manual,First,18.15,1198,82.0,6.0,5.5,Mahindra
5598,Hyundai i20 Sportz Option 1.2,Kochi,1,12800,Petrol,Manual,First,18.6,1197,81.83,5.0,7.67,Hyundai
5599,Tata New Safari EX 4x2,Jaipur,9,80000,Petrol,Manual,First,12.0,2092,127.0,7.0,5.5,Tata
5600,Maruti Swift Dzire VDi,Hyderabad,6,76126,Diesel,Manual,First,19.3,1248,73.9,5.0,6.6,Maruti
5601,BMW X5 xDrive 30d M Sport,Chennai,3,21000,Diesel,Automatic,Second,15.97,2993,258.0,5.0,55.0,BMW
5602,Audi A6 2011-2015 2.0 TDI Premium Plus,Pune,7,85000,Diesel,Automatic,First,17.68,1968,174.33,5.0,21.0,Audi
5603,Maruti Baleno Delta 1.2,Jaipur,3,27000,Petrol,Manual,First,21.4,1197,83.1,5.0,4.5,Maruti
5604,Hyundai Santa Fe 4WD AT,Coimbatore,4,45794,Diesel,Automatic,First,13.01,2199,194.3,7.0,20.67,Hyundai
5605,Chevrolet Cruze LTZ AT,Hyderabad,7,57352,Diesel,Automatic,First,14.39,1998,163.7,5.0,6.5,Chevrolet
5606,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2,41467,Diesel,Automatic,First,15.0,2143,204.0,5.0,37.98,Mercedes
5607,Hyundai Santro Xing GLS,Mumbai,11,42000,Petrol,Manual,First,17.92,1086,62.1,5.0,1.45,Hyundai
5608,Maruti Wagon R LXI CNG,Delhi,6,62549,CNG,Manual,First,26.6,998,58.16,5.0,2.95,Maruti
5609,Maruti Ciaz VDi Plus SHVS,Hyderabad,5,67048,Diesel,Manual,First,28.09,1248,88.5,5.0,7.9,Maruti
5610,Honda City i-VTEC V,Kochi,2,11732,Petrol,Manual,First,17.4,1497,117.3,5.0,10.07,Honda
5611,Nissan Terrano XL Plus ICC WT20 SE,Mumbai,4,37000,Diesel,Manual,First,20.45,1461,83.8,5.0,6.5,Nissan
5612,BMW 3 Series 320d Prestige,Hyderabad,5,30000,Diesel,Automatic,First,18.88,1995,184.0,5.0,22.0,BMW
5613,Honda City i DTEC V,Hyderabad,4,53000,Diesel,Manual,First,26.0,1498,98.6,5.0,9.75,Honda
5614,Nissan Terrano XL Plus 85 PS,Jaipur,6,60000,Diesel,Manual,First,20.45,1461,83.8,5.0,6.0,Nissan
5615,Hyundai Grand i10 CRDi Sportz,Delhi,6,65000,Diesel,Manual,First,24.0,1120,70.0,5.0,3.99,Hyundai
5616,Toyota Fortuner 4x2 AT,Delhi,5,92000,Diesel,Automatic,First,12.55,2982,168.5,7.0,19.75,Toyota
5617,Toyota Innova Crysta 2.4 VX MT,Kolkata,3,31000,Diesel,Manual,First,13.68,2393,147.8,7.0,16.95,Toyota
5618,Maruti Baleno Zeta 1.2,Chennai,3,43917,Petrol,Manual,First,21.4,1197,83.1,5.0,6.8,Maruti
5619,Hyundai i10 Sportz 1.1L,Pune,7,84000,Petrol,Manual,First,19.81,1086,68.05,5.0,2.95,Hyundai
5620,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,5,55662,Diesel,Automatic,First,12.07,2967,241.4,7.0,42.83,Audi
5621,Volvo S60 D4 Momentum,Hyderabad,6,51000,Diesel,Automatic,First,27.03,1969,190.0,5.0,21.5,Volvo
5622,Honda City i VTEC V,Jaipur,5,24398,Petrol,Manual,First,17.8,1497,117.3,5.0,7.9,Honda
5623,Maruti Alto K10 2010-2014 VXI,Hyderabad,9,78000,Petrol,Manual,Second,20.92,998,67.1,5.0,2.3,Maruti
5624,Honda Brio 1.2 S Option MT,Delhi,8,40315,Petrol,Manual,First,18.5,1198,86.8,5.0,2.75,Honda
5625,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Jaipur,9,83000,Diesel,Manual,First,12.05,2179,120.0,8.0,6.71,Mahindra
5626,Renault Duster 110PS Diesel RxL AMT,Kochi,3,58151,Diesel,Automatic,First,19.6,1461,108.45,5.0,9.6,Renault
5627,Hyundai Creta 1.6 CRDi SX,Kochi,3,30519,Diesel,Manual,First,19.67,1582,126.2,5.0,12.81,Hyundai
5628,Tata Tiago 1.2 Revotron XZ,Coimbatore,1,20712,Petrol,Manual,First,23.84,1199,84.0,5.0,6.94,Tata
5629,Mahindra XUV500 W6 2WD,Mumbai,5,48000,Diesel,Manual,First,16.0,2179,140.0,7.0,9.45,Mahindra
5630,Volkswagen Vento 1.5 TDI Highline,Hyderabad,5,85000,Diesel,Manual,First,20.34,1498,103.2,5.0,6.0,Volkswagen
5631,Mercedes-Benz B Class B180,Delhi,7,32000,Petrol,Automatic,First,14.8,1595,120.7,5.0,11.0,Mercedes
5632,Maruti SX4 Vxi BSIV,Delhi,9,52000,Petrol,Manual,First,15.5,1586,103.3,5.0,2.6,Maruti
5633,Hyundai Getz GLE,Hyderabad,13,58307,Petrol,Manual,First,15.3,1341,83.0,5.0,1.95,Hyundai
5634,BMW 6 Series Gran Coupe,Mumbai,7,30000,Diesel,Automatic,First,17.54,2993,313.0,4.0,45.0,BMW
5635,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,6,40000,Diesel,Automatic,First,17.11,1968,174.33,5.0,22.0,Audi
5636,Hyundai i20 Asta Option 1.2,Kolkata,5,36000,Petrol,Manual,First,18.6,1197,81.83,5.0,4.9,Hyundai
5637,Nissan Terrano XL D Option,Kochi,5,58817,Diesel,Manual,First,19.87,1461,83.14,5.0,6.25,Nissan
5638,Volkswagen Vento Konekt Diesel Highline,Chennai,7,55000,Diesel,Manual,Second,20.54,1598,103.6,5.0,6.1,Volkswagen
5639,Hyundai i10 Sportz,Mumbai,9,39000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.6,Hyundai
5640,Lamborghini Gallardo Coupe,Delhi,9,6500,Petrol,Automatic,Third,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0        26.6
1       19.67
2        18.2
3       20.77
4        15.2
        ...  
5867     28.4
5868     24.4
5869     14.0
5870     18.9
5871    25.44
Name: Mileage, Length: 5872, dtype: object>",5204,560.0,2.0,120.0,Lamborghini
5641,Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,8,35000,Diesel,Automatic,First,14.74,2993,270.9,5.0,29.0,Jaguar
5642,Maruti Swift Dzire VXi,Pune,10,49900,Petrol,Manual,Second,17.5,1298,85.8,5.0,3.3,Maruti
5643,Tata Indica Vista Quadrajet VX,Hyderabad,7,99500,Diesel,Manual,Second,22.3,1248,74.0,5.0,3.05,Tata
5644,Hyundai i20 Asta 1.4 CRDi,Kolkata,8,33249,Diesel,Manual,First,21.27,1396,88.76,5.0,3.25,Hyundai
5645,Hyundai Xcent 1.2 Kappa S Option,Delhi,6,52000,Petrol,Manual,First,19.1,1197,81.86,5.0,3.75,Hyundai
5646,Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,5,45000,Diesel,Manual,First,12.99,2494,100.6,7.0,13.25,Toyota
5647,Tata Tiago 1.2 Revotron XZ,Hyderabad,3,22000,Petrol,Manual,First,23.84,1199,84.0,5.0,4.8,Tata
5648,Renault KWID RXL,Kochi,1,7858,Petrol,Manual,First,25.17,799,53.3,5.0,3.8,Renault
5649,Toyota Innova 2.5 V Diesel 7-seater,Pune,9,112000,Diesel,Manual,First,12.8,2494,102.0,7.0,8.5,Toyota
5650,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,4,41082,Diesel,Automatic,First,13.0,2143,204.0,5.0,38.76,Mercedes
5651,Honda City 1.5 S AT,Ahmedabad,11,72000,Petrol,Automatic,First,16.8,1497,116.4,5.0,3.2,Honda
5652,Hyundai i10 Sportz 1.2,Hyderabad,9,84912,Petrol,Manual,First,20.36,1197,78.9,5.0,3.5,Hyundai
5653,Hyundai Creta 1.6 CRDi SX Option,Pune,5,70000,Diesel,Manual,First,19.67,1582,126.2,5.0,12.25,Hyundai
5654,Honda Amaze VX Petrol,Mumbai,6,21000,Petrol,Manual,First,19.5,1199,86.76,5.0,4.75,Honda
5655,Volkswagen Polo 1.2 MPI Trendline,Delhi,4,27000,Petrol,Manual,First,18.78,999,74.0,5.0,4.5,Volkswagen
5656,Hyundai i10 Magna 1.2,Kolkata,8,29000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.35,Hyundai
5657,Renault Pulse RxL,Hyderabad,6,48425,Diesel,Manual,First,23.08,1461,63.12,5.0,3.4,Renault
5658,Volkswagen Vento 1.5 TDI Highline AT,Pune,4,19000,Diesel,Automatic,First,21.5,1498,108.5,5.0,10.0,Volkswagen
5659,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,8,210000,Diesel,Manual,First,12.99,2494,100.0,7.0,9.0,Toyota
5660,Toyota Corolla Altis G,Delhi,7,64000,Petrol,Manual,Second,14.53,1798,138.1,5.0,5.2,Toyota
5661,Hyundai Verna CRDi,Chennai,14,200000,Diesel,Manual,Second,16.8,1493,110.0,5.0,1.85,Hyundai
5662,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,7,100000,Diesel,Automatic,Second,11.3,2987,254.8,7.0,38.0,Mercedes
5663,Renault Duster 85PS Diesel RxL Optional,Kochi,7,69140,Diesel,Manual,First,20.46,1461,83.8,5.0,5.11,Renault
5664,Skoda Rapid 1.6 MPI Ambition,Coimbatore,1,21214,Petrol,Manual,First,15.41,1598,103.52,5.0,9.66,Skoda
5665,Hyundai i10 Sportz 1.2,Kolkata,5,28000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.4,Hyundai
5666,Mahindra KUV 100 mFALCON G80 K8,Kochi,3,29085,Petrol,Manual,First,18.15,1198,82.0,6.0,5.84,Mahindra
5667,Maruti Celerio VXI AMT,Kolkata,4,30000,Petrol,Automatic,First,23.1,998,67.04,5.0,3.8,Maruti
5668,Maruti A-Star AT VXI,Mumbai,8,32910,Petrol,Automatic,First,16.98,998,66.1,5.0,2.5,Maruti
5669,Honda City i DTEC VX,Kolkata,5,30000,Diesel,Manual,First,25.1,1498,98.6,5.0,6.95,Honda
5670,Skoda Superb 1.8 TSI,Pune,10,35102,Petrol,Automatic,First,12.6,1798,161.6,5.0,5.5,Skoda
5671,Hyundai Grand i10 Sportz,Coimbatore,3,22831,Petrol,Manual,First,18.9,1197,82.0,5.0,6.19,Hyundai
5672,Renault Duster 85PS Diesel RxL,Hyderabad,7,74911,Diesel,Manual,First,20.45,1461,83.8,5.0,6.0,Renault
5673,Hyundai Grand i10 Magna,Pune,5,21000,Petrol,Manual,First,18.9,1197,82.0,5.0,3.75,Hyundai
5674,Ford EcoSport 1.5 TDCi Titanium,Kochi,2,37160,Diesel,Manual,First,22.77,1498,98.59,5.0,9.46,Ford
5675,Nissan Sunny 2011-2014 XL,Jaipur,9,41000,Petrol,Manual,Second,16.95,1498,97.7,5.0,3.0,Nissan
5676,Ford Figo Aspire 1.5 TDCi Titanium,Chennai,4,37294,Diesel,Manual,First,25.83,1498,99.0,5.0,5.75,Ford
5677,Honda Civic 2006-2010 1.8 V MT,Coimbatore,11,56927,Petrol,Manual,First,13.5,1799,130.0,5.0,4.41,Honda
5678,Renault KWID RXT Optional,Kochi,3,21954,Petrol,Manual,First,25.17,799,53.3,5.0,3.7,Renault
5679,Honda Brio EX MT,Kolkata,6,50000,Petrol,Manual,Second,19.4,1198,86.8,5.0,2.5,Honda
5680,Maruti Swift ZXI ABS,Coimbatore,8,78212,Petrol,Manual,First,16.1,1298,88.2,5.0,5.35,Maruti
5681,Hyundai i20 Magna Optional 1.4 CRDi,Delhi,7,64500,Diesel,Manual,First,21.9,1396,88.8,5.0,3.65,Hyundai
5682,Skoda Superb Elegance 2.0 TDI CR AT,Delhi,6,51000,Diesel,Automatic,First,17.2,1968,138.03,5.0,13.0,Skoda
5683,Maruti Wagon R LXI BSII,Delhi,8,52000,Petrol,Manual,First,18.9,998,67.1,5.0,2.45,Maruti
5684,Volkswagen Vento 1.5 TDI Highline AT,Mumbai,5,120000,Diesel,Automatic,First,21.21,1498,103.2,5.0,5.75,Volkswagen
5685,Honda City i DTEC S,Coimbatore,3,65792,Diesel,Manual,First,26.0,1498,98.6,5.0,8.11,Honda
5686,Hyundai i20 1.4 Sportz,Ahmedabad,2,30000,Diesel,Manual,First,22.54,1396,88.73,5.0,7.75,Hyundai
5687,Nissan Micra XV CVT,Coimbatore,3,54387,Petrol,Automatic,First,19.15,1198,75.94,5.0,5.85,Nissan
5688,Renault KWID RXT Optional,Mumbai,2,1617,Petrol,Manual,First,25.17,799,53.3,5.0,4.29,Renault
5689,Honda City i-DTEC SV,Hyderabad,5,82000,Diesel,Manual,First,25.6,1498,98.6,5.0,8.0,Honda
5690,Toyota Innova Crysta 2.4 G MT 8S,Mumbai,3,20000,Diesel,Manual,First,13.68,2393,147.8,8.0,16.5,Toyota
5691,Maruti Baleno Alpha 1.3,Jaipur,5,98000,Diesel,Manual,First,27.39,1248,74.0,5.0,5.5,Maruti
5692,Ford EcoSport 1.5 TDCi Trend,Delhi,5,57000,Diesel,Manual,First,22.77,1498,98.59,5.0,6.35,Ford
5693,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,7,250000,Diesel,Manual,Second,12.99,2494,100.6,8.0,7.9,Toyota
5694,Ford Ecosport 1.5 DV5 MT Ambiente,Hyderabad,6,56549,Diesel,Manual,First,22.7,1498,89.84,5.0,7.2,Ford
5695,Volkswagen Polo Diesel Comfortline 1.2L,Bangalore,8,78500,Diesel,Manual,First,22.07,1199,73.9,5.0,3.65,Volkswagen
5696,Hyundai i20 Sportz 1.4 CRDi,Kochi,4,55036,Diesel,Manual,First,22.54,1396,88.73,5.0,6.35,Hyundai
5697,Renault Duster 85PS Diesel RxL Explore,Pune,4,55000,Diesel,Manual,First,19.87,1461,83.8,5.0,7.8,Renault
5698,Ford Ikon 1.3 Flair,Chennai,13,90000,Petrol,Manual,Second,13.8,1299,70.0,5.0,1.4,Ford
5699,Ford Endeavour XLT TDCi 4X2,Chennai,13,155000,Diesel,Manual,First,13.1,2499,141.0,7.0,5.5,Ford
5700,Maruti Baleno Delta 1.3,Hyderabad,2,17810,Diesel,Manual,First,27.39,1248,74.0,5.0,8.5,Maruti
5701,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Kochi,9,42408,Diesel,Automatic,First,14.84,2143,170.0,5.0,10.48,Mercedes
5702,Maruti Esteem Vxi - BSIII,Ahmedabad,15,81000,Petrol,Manual,Second,15.9,1298,85.0,5.0,0.75,Maruti
5703,Tata Indigo XL Grand Petrol,Pune,12,52000,Petrol,Manual,Second,12.85,1396,99.6,5.0,1.3,Tata
5704,BMW 5 Series 525d Sedan,Mumbai,7,35000,Diesel,Automatic,First,16.73,2993,218.0,5.0,21.0,BMW
5705,Hyundai Santro Xing GL Plus,Delhi,7,60000,Petrol,Manual,First,17.92,1086,62.1,5.0,2.3,Hyundai
5706,Skoda Octavia 2.0 TDI AT Style Plus,Mumbai,5,27000,Diesel,Automatic,First,19.5,1968,141.0,5.0,14.95,Skoda
5707,Audi A6 2011-2015 35 TDI Technology,Coimbatore,3,55975,Diesel,Automatic,Second,17.68,1968,174.33,5.0,35.92,Audi
5708,Ford Figo 1.5D Trend MT,Pune,4,115000,Diesel,Manual,First,25.83,1498,99.0,5.0,4.5,Ford
5709,Mahindra Xylo D4 BS III,Hyderabad,4,132000,Diesel,Manual,First,14.95,2489,93.7,7.0,5.5,Mahindra
5710,Maruti Celerio ZXI AT,Mumbai,5,40337,Petrol,Automatic,First,23.1,998,67.04,5.0,4.45,Maruti
5711,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,12,192000,Diesel,Manual,First,12.8,2494,102.0,8.0,6.85,Toyota
5712,Hyundai Grand i10 CRDi Asta,Bangalore,4,50000,Diesel,Manual,First,24.0,1120,70.0,5.0,5.5,Hyundai
5713,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,4,28147,Petrol,Manual,First,18.9,1197,81.86,5.0,5.07,Hyundai
5714,Hyundai Grand i10 Sportz,Mumbai,5,20000,Petrol,Manual,First,18.9,1197,82.0,5.0,3.85,Hyundai
5715,Hyundai Elite i20 Petrol Asta,Chennai,4,11000,Petrol,Manual,First,18.6,1197,81.86,5.0,7.95,Hyundai
5716,Maruti Zen Estilo LXI BSIII,Jaipur,11,63000,Petrol,Manual,Second,18.2,998,67.1,5.0,1.25,Maruti
5717,Maruti Alto K10 2010-2014 VXI,Kochi,6,36967,Petrol,Manual,First,20.92,998,67.1,5.0,3.64,Maruti
5718,Toyota Fortuner 4x2 Manual,Jaipur,4,73053,Diesel,Manual,First,13.0,2982,168.5,7.0,20.0,Toyota
5719,Mahindra Thar CRDe AC,Coimbatore,1,16392,Diesel,Manual,First,16.55,2498,105.0,6.0,10.36,Mahindra
5720,Toyota Etios G,Jaipur,7,67000,Petrol,Manual,Second,16.78,1496,88.73,5.0,4.05,Toyota
5721,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mumbai,5,48600,Diesel,Automatic,First,12.0,2987,224.0,7.0,48.5,Mercedes
5722,Renault Duster 110PS Diesel RxZ,Bangalore,6,70000,Diesel,Manual,First,19.6,1461,108.45,5.0,8.25,Renault
